#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h00 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORPN20MM : Nombre de jours de fortes précipitations (jour(s))
#     ATAV : Ecart de température moyenne journalière (°C)
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
14829;48.9145;5.8829;RCP4.5;H2;4;1.73;0.24;-0.01;
14830;48.9112;5.9919;RCP4.5;H2;3;1.73;0.27;-0.01;
14831;48.9078;6.1008;RCP4.5;H2;3;1.7;0.14;-0.01;
14832;48.9043;6.2097;RCP4.5;H2;4;1.71;0.24;-0.01;
14833;48.9007;6.3187;RCP4.5;H2;4;1.7;0.03;0.01;
14834;48.897;6.4276;RCP4.5;H2;4;1.7;0.04;0.01;
14835;48.8932;6.5365;RCP4.5;H2;5;1.73;-0.3;0.02;
14836;48.8893;6.6453;RCP4.5;H2;5;1.72;-0.24;0.02;
14837;48.8854;6.7542;RCP4.5;H2;5;1.71;-0.6;0.03;
14838;48.8813;6.863;RCP4.5;H2;5;1.72;-0.56;0.03;
14839;48.8771;6.9719;RCP4.5;H2;5;1.72;-0.53;0.03;
14840;48.8728;7.0807;RCP4.5;H2;5;1.71;-0.54;0.03;
14841;48.8684;7.1894;RCP4.5;H2;5;1.76;-0.06;0.04;
14842;48.8639;7.2982;RCP4.5;H2;5;1.76;-0.13;0.04;
14843;48.8593;7.407;RCP4.5;H2;4;1.76;-0.46;0.02;
14844;48.8547;7.5157;RCP4.5;H2;2;1.79;0;0.03;
14845;48.8499;7.6244;RCP4.5;H2;2;1.79;0;0.03;
14846;48.845;7.7331;RCP4.5;H2;2;1.82;0.04;0.04;
14847;48.84;7.8418;RCP4.5;H2;4;1.81;0.47;0.03;
14848;48.8349;7.9504;RCP4.5;H2;4;1.75;0.77;0.03;
14849;48.8297;8.059;RCP4.5;H2;3;1.73;-0.17;0.02;
14850;48.8245;8.1676;RCP4.5;H2;3;0;0;0.02;
14904;48.9761;-1.5421;RCP4.5;H2;4;1.13;-1.23;-0.04;
14905;48.9796;-1.433;RCP4.5;H2;4;1.11;-1.07;-0.05;
14906;48.983;-1.3239;RCP4.5;H2;6;1.22;-1.03;-0.05;
14907;48.9863;-1.2148;RCP4.5;H2;6;1.21;-1.04;-0.05;
14908;48.9895;-1.1057;RCP4.5;H2;6;1.21;-1.2;-0.06;
14909;48.9926;-0.9965;RCP4.5;H2;6;1.21;-1.27;-0.06;
14910;48.9955;-0.8874;RCP4.5;H2;4;1.28;-1.67;-0.05;
14911;48.9984;-0.7782;RCP4.5;H2;4;1.3;-1.43;-0.05;
14912;49.0012;-0.669;RCP4.5;H2;4;1.3;-1.4;-0.04;
14913;49.0039;-0.5598;RCP4.5;H2;4;1.29;-1.3;-0.05;
14914;49.0065;-0.4506;RCP4.5;H2;4;1.27;-1.13;-0.05;
14915;49.009;-0.3414;RCP4.5;H2;2;1.31;-1.33;-0.04;
14916;49.0114;-0.2322;RCP4.5;H2;2;1.33;-0.56;-0.05;
14917;49.0137;-0.123;RCP4.5;H2;2;1.32;-0.6;-0.05;
14918;49.0159;-0.0137;RCP4.5;H2;3;1.3;-0.8;-0.04;
14919;49.018;0.0955;RCP4.5;H2;4;1.32;-1.1;-0.04;
14920;49.02;0.2048;RCP4.5;H2;4;1.33;-1.13;-0.03;
14921;49.0219;0.3141;RCP4.5;H2;4;1.34;-1.1;-0.04;
14922;49.0237;0.4233;RCP4.5;H2;4;1.35;-1.16;-0.04;
14923;49.0254;0.5326;RCP4.5;H2;3;1.41;-0.97;-0.04;
14924;49.027;0.6419;RCP4.5;H2;3;1.42;-0.6;-0.04;
14925;49.0285;0.7512;RCP4.5;H2;3;1.41;-0.73;-0.04;
14926;49.0299;0.8605;RCP4.5;H2;2;1.49;-0.03;-0.04;
14927;49.0312;0.9698;RCP4.5;H2;1;1.49;-0.1;-0.04;
14928;49.0324;1.0791;RCP4.5;H2;1;1.49;-0.13;-0.04;
14929;49.0335;1.1885;RCP4.5;H2;1;1.5;-0.13;-0.05;
14930;49.0345;1.2978;RCP4.5;H2;2;1.51;-0.23;-0.05;
14931;49.0355;1.4071;RCP4.5;H2;2;1.5;-0.17;-0.05;
14932;49.0363;1.5164;RCP4.5;H2;3;1.53;-0.23;-0.04;
14933;49.037;1.6258;RCP4.5;H2;3;1.53;-0.37;-0.04;
14934;49.0376;1.7351;RCP4.5;H2;3;1.54;-0.16;-0.03;
14935;49.0381;1.8445;RCP4.5;H2;3;1.52;0.1;-0.04;
14936;49.0385;1.9538;RCP4.5;H2;2;1.53;0.1;-0.04;
14937;49.0388;2.0631;RCP4.5;H2;2;1.56;0;-0.03;
14938;49.039;2.1725;RCP4.5;H2;2;1.57;-0.07;-0.03;
14939;49.0391;2.2818;RCP4.5;H2;3;1.57;-0.4;-0.03;
14940;49.0391;2.3912;RCP4.5;H2;2;1.55;-0.07;-0.02;
14941;49.039;2.5005;RCP4.5;H2;2;1.56;-0.1;-0.02;
14942;49.0388;2.6099;RCP4.5;H2;3;1.59;0.13;-0.02;
14943;49.0385;2.7192;RCP4.5;H2;3;1.59;0.37;-0.02;
14944;49.0381;2.8286;RCP4.5;H2;3;1.58;0.3;-0.02;
14945;49.0376;2.9379;RCP4.5;H2;2;1.57;0.4;-0.03;
14946;49.037;3.0472;RCP4.5;H2;2;1.58;0.5;-0.03;
14947;49.0363;3.1566;RCP4.5;H2;3;1.6;0.3;-0.03;
14948;49.0355;3.2659;RCP4.5;H2;4;1.58;0.2;-0.02;
14949;49.0346;3.3752;RCP4.5;H2;3;1.57;0.14;-0.03;
14950;49.0336;3.4845;RCP4.5;H2;3;1.58;0.4;-0.02;
14951;49.0325;3.5939;RCP4.5;H2;4;1.58;0.37;-0.01;
14952;49.0313;3.7032;RCP4.5;H2;4;1.62;0.7;-0.01;
14953;49.03;3.8125;RCP4.5;H2;4;1.64;0.5;-0.01;
14954;49.0286;3.9218;RCP4.5;H2;3;1.63;0.7;-0;
14955;49.0271;4.0311;RCP4.5;H2;3;1.63;0.53;-0;
14956;49.0255;4.1404;RCP4.5;H2;3;1.63;0.3;-0;
14957;49.0238;4.2497;RCP4.5;H2;3;1.62;0.16;-0;
14958;49.022;4.3589;RCP4.5;H2;3;1.63;0.37;-0;
14959;49.0201;4.4682;RCP4.5;H2;3;1.64;0.6;0;
14960;49.0181;4.5775;RCP4.5;H2;3;1.62;0.47;-0.01;
14961;49.016;4.6867;RCP4.5;H2;3;1.64;0.23;-0.01;
14962;49.0138;4.796;RCP4.5;H2;3;1.64;0.2;-0.02;
14963;49.0115;4.9052;RCP4.5;H2;5;1.65;0.44;-0.02;
14964;49.0091;5.0144;RCP4.5;H2;4;1.65;0.47;-0.03;
14965;49.0066;5.1236;RCP4.5;H2;6;1.7;0.23;-0.03;
14966;49.004;5.2328;RCP4.5;H2;7;1.71;0.03;-0.03;
14967;49.0013;5.342;RCP4.5;H2;7;1.72;0.53;-0.03;
14968;48.9985;5.4512;RCP4.5;H2;5;1.71;0.5;-0.02;
14969;48.9956;5.5604;RCP4.5;H2;5;1.7;0.43;-0.03;
14970;48.9926;5.6695;RCP4.5;H2;6;1.7;0.2;-0.02;
14971;48.9895;5.7787;RCP4.5;H2;6;1.7;0.56;-0.02;
14972;48.9863;5.8878;RCP4.5;H2;4;1.72;0.3;-0.01;
14973;48.983;5.9969;RCP4.5;H2;3;1.71;0.3;-0.01;
14974;48.9796;6.106;RCP4.5;H2;3;1.72;0.17;-0.01;
14975;48.9761;6.2151;RCP4.5;H2;3;1.69;0;-0.01;
14976;48.9725;6.3242;RCP4.5;H2;4;1.7;-0.07;0.01;
14977;48.9688;6.4332;RCP4.5;H2;3;1.7;-0.1;0.01;
14978;48.965;6.5423;RCP4.5;H2;5;1.73;0.14;0.02;
14979;48.9611;6.6513;RCP4.5;H2;5;1.7;-0.23;0.02;
14980;48.9571;6.7603;RCP4.5;H2;5;1.69;-0.07;0.02;
14981;48.953;6.8693;RCP4.5;H2;5;1.72;-0.54;0.03;
14982;48.9489;6.9783;RCP4.5;H2;5;1.71;-0.37;0.03;
14983;48.9446;7.0872;RCP4.5;H2;5;1.7;-0.5;0.03;
14984;48.9402;7.1962;RCP4.5;H2;5;1.75;-0.07;0.04;
14985;48.9357;7.3051;RCP4.5;H2;5;1.76;-0.13;0.04;
14986;48.9311;7.414;RCP4.5;H2;4;1.78;-0.5;0.02;
14987;48.9264;7.5229;RCP4.5;H2;5;1.81;-0.06;0.03;
14988;48.9216;7.6317;RCP4.5;H2;4;1.79;0.27;0.03;
14989;48.9167;7.7406;RCP4.5;H2;2;1.81;0.4;0.03;
14990;48.9117;7.8494;RCP4.5;H2;2;1.8;0.5;0.02;
14991;48.9066;7.9582;RCP4.5;H2;3;1.79;0.67;0.02;
14992;48.9015;8.067;RCP4.5;H2;3;1.79;0.07;0.01;
14993;48.8962;8.1757;RCP4.5;H2;3;0;0;0.01;
15047;49.0479;-1.5475;RCP4.5;H2;4;1.13;-1.06;-0.03;
15048;49.0514;-1.4383;RCP4.5;H2;6;1.22;-0.87;-0.04;
15049;49.0548;-1.329;RCP4.5;H2;6;1.22;-0.96;-0.05;
15050;49.0581;-1.2197;RCP4.5;H2;5;1.21;-1.07;-0.05;
15051;49.0613;-1.1105;RCP4.5;H2;5;1.22;-1.23;-0.05;
15052;49.0644;-1.0012;RCP4.5;H2;6;1.22;-1.26;-0.06;
15053;49.0674;-0.8919;RCP4.5;H2;7;1.21;-1.07;-0.04;
15054;49.0703;-0.7825;RCP4.5;H2;4;1.28;-1.76;-0.05;
15055;49.0731;-0.6732;RCP4.5;H2;4;1.31;-1.44;-0.05;
15056;49.0758;-0.5639;RCP4.5;H2;4;1.3;-1.34;-0.07;
15057;49.0784;-0.4545;RCP4.5;H2;2;1.33;-1.36;-0.07;
15058;49.0809;-0.3452;RCP4.5;H2;2;1.31;-0.93;-0.06;
15059;49.0833;-0.2358;RCP4.5;H2;2;1.32;-0.53;-0.05;
15060;49.0856;-0.1264;RCP4.5;H2;2;1.32;-0.53;-0.05;
15061;49.0878;-0.017;RCP4.5;H2;3;1.29;-0.6;-0.04;
15062;49.0899;0.0924;RCP4.5;H2;4;1.34;-0.9;-0.04;
15063;49.0919;0.2018;RCP4.5;H2;4;1.33;-1.2;-0.03;
15064;49.0938;0.3112;RCP4.5;H2;4;1.34;-1.33;-0.03;
15065;49.0956;0.4207;RCP4.5;H2;3;1.38;-1.5;-0.04;
15066;49.0973;0.5301;RCP4.5;H2;3;1.4;-0.9;-0.04;
15067;49.0989;0.6395;RCP4.5;H2;3;1.42;-0.74;-0.04;
15068;49.1004;0.749;RCP4.5;H2;2;1.41;-0.6;-0.04;
15069;49.1018;0.8585;RCP4.5;H2;2;1.48;-0.2;-0.04;
15070;49.1031;0.9679;RCP4.5;H2;1;1.49;-0.2;-0.04;
15071;49.1043;1.0774;RCP4.5;H2;1;1.49;-0.26;-0.04;
15072;49.1054;1.1869;RCP4.5;H2;1;1.5;-0.1;-0.05;
15073;49.1064;1.2963;RCP4.5;H2;3;1.49;0;-0.04;
15074;49.1073;1.4058;RCP4.5;H2;2;1.49;-0.03;-0.04;
15075;49.1081;1.5153;RCP4.5;H2;2;1.5;-0.04;-0.04;
15076;49.1088;1.6248;RCP4.5;H2;3;1.49;0.14;-0.04;
15077;49.1094;1.7343;RCP4.5;H2;2;1.53;-0.16;-0.04;
15078;49.1099;1.8438;RCP4.5;H2;2;1.53;-0.27;-0.04;
15079;49.1103;1.9533;RCP4.5;H2;2;1.54;0.07;-0.04;
15080;49.1106;2.0628;RCP4.5;H2;2;1.55;-0.33;-0.04;
15081;49.1108;2.1723;RCP4.5;H2;2;1.55;-0.23;-0.03;
15082;49.1109;2.2818;RCP4.5;H2;2;1.56;-0.2;-0.03;
15083;49.1109;2.3913;RCP4.5;H2;2;1.57;0.17;-0.03;
15084;49.1108;2.5007;RCP4.5;H2;3;1.57;0.17;-0.03;
15085;49.1106;2.6102;RCP4.5;H2;3;1.57;0.13;-0.03;
15086;49.1103;2.7197;RCP4.5;H2;3;1.57;0.3;-0.03;
15087;49.1099;2.8292;RCP4.5;H2;3;1.56;0.2;-0.03;
15088;49.1094;2.9387;RCP4.5;H2;3;1.57;0.17;-0.04;
15089;49.1088;3.0482;RCP4.5;H2;2;1.55;0.4;-0.04;
15090;49.1081;3.1577;RCP4.5;H2;4;1.58;0.23;-0.03;
15091;49.1073;3.2672;RCP4.5;H2;4;1.56;0.23;-0.03;
15092;49.1064;3.3767;RCP4.5;H2;3;1.58;0.47;-0.02;
15093;49.1054;3.4861;RCP4.5;H2;3;1.58;0.5;-0.02;
15094;49.1043;3.5956;RCP4.5;H2;4;1.58;0.37;-0.01;
15095;49.1031;3.7051;RCP4.5;H2;3;1.61;0.57;-0.02;
15096;49.1018;3.8145;RCP4.5;H2;4;1.62;0.34;-0.01;
15097;49.1004;3.924;RCP4.5;H2;4;1.65;0.7;0;
15098;49.0989;4.0335;RCP4.5;H2;4;1.66;0.67;0;
15099;49.0973;4.1429;RCP4.5;H2;4;1.63;0.46;0.01;
15100;49.0956;4.2523;RCP4.5;H2;3;1.62;0.37;0;
15101;49.0938;4.3618;RCP4.5;H2;3;1.62;0.44;0;
15102;49.0919;4.4712;RCP4.5;H2;3;1.63;0.27;-0;
15103;49.0899;4.5806;RCP4.5;H2;3;1.64;0.07;-0.01;
15104;49.0878;4.69;RCP4.5;H2;3;1.64;0.06;-0.01;
15105;49.0856;4.7994;RCP4.5;H2;5;1.64;0.4;-0.02;
15106;49.0833;4.9088;RCP4.5;H2;5;1.65;0.37;-0.02;
15107;49.0809;5.0182;RCP4.5;H2;6;1.66;0.6;-0.03;
15108;49.0784;5.1275;RCP4.5;H2;6;1.66;0.53;-0.03;
15109;49.0758;5.2369;RCP4.5;H2;7;1.71;0.03;-0.03;
15110;49.0731;5.3462;RCP4.5;H2;5;1.71;0.47;-0.03;
15111;49.0703;5.4556;RCP4.5;H2;5;1.72;0.44;-0.02;
15112;49.0674;5.5649;RCP4.5;H2;6;1.69;0.33;-0.02;
15113;49.0644;5.6742;RCP4.5;H2;5;1.69;0.27;-0.03;
15114;49.0613;5.7835;RCP4.5;H2;6;1.68;0.44;-0.01;
15115;49.0581;5.8928;RCP4.5;H2;4;1.69;0.34;-0.01;
15116;49.0548;6.002;RCP4.5;H2;5;1.73;0.36;-0;
15117;49.0514;6.1113;RCP4.5;H2;3;1.72;0.17;-0;
15118;49.0479;6.2205;RCP4.5;H2;3;1.71;-0.4;-0;
15119;49.0443;6.3297;RCP4.5;H2;4;1.7;-0.13;0.01;
15120;49.0406;6.4389;RCP4.5;H2;4;1.7;-0.07;0.01;
15121;49.0368;6.5481;RCP4.5;H2;4;1.73;-0.16;0.01;
15122;49.0329;6.6573;RCP4.5;H2;4;1.68;-0.04;0.02;
15123;49.0289;6.7665;RCP4.5;H2;5;1.71;-0.1;0.02;
15124;49.0248;6.8756;RCP4.5;H2;5;1.72;-0.5;0.03;
15125;49.0206;6.9847;RCP4.5;H2;5;1.72;-0.47;0.03;
15126;49.0163;7.0938;RCP4.5;H2;6;1.7;-0.06;0.03;
15127;49.0119;7.2029;RCP4.5;H2;6;1.74;0.37;0.04;
15128;49.0074;7.312;RCP4.5;H2;7;1.74;0.4;0.03;
15129;49.0028;7.4211;RCP4.5;H2;6;1.76;0.27;0.03;
15130;48.9981;7.5301;RCP4.5;H2;5;1.77;-0.2;0.03;
15131;48.9933;7.6391;RCP4.5;H2;5;1.8;-0.14;0.03;
15132;48.9884;7.7481;RCP4.5;H2;5;1.82;0.43;0.03;
15133;48.9834;7.8571;RCP4.5;H2;4;1.84;0.77;0.02;
15134;48.9783;7.966;RCP4.5;H2;3;1.8;1.13;0.02;
15135;48.9732;8.0749;RCP4.5;H2;4;1.8;0.7;0.01;
15136;48.9679;8.1838;RCP4.5;H2;3;1.79;0;0.01;
15190;49.1197;-1.5529;RCP4.5;H2;4;1.13;-1.14;-0.03;
15191;49.1232;-1.4435;RCP4.5;H2;6;1.1;-0.9;-0.04;
15192;49.1266;-1.3341;RCP4.5;H2;6;1.23;-0.87;-0.04;
15193;49.1299;-1.2247;RCP4.5;H2;5;1.23;-1;-0.05;
15194;49.1331;-1.1153;RCP4.5;H2;5;1.23;-1;-0.04;
15195;49.1362;-1.0058;RCP4.5;H2;5;1.22;-1.06;-0.05;
15196;49.1392;-0.8964;RCP4.5;H2;4;1.3;-1.43;-0.05;
15197;49.1421;-0.7869;RCP4.5;H2;4;1.3;-1.4;-0.05;
15198;49.1449;-0.6774;RCP4.5;H2;4;1.3;-1.43;-0.05;
15199;49.1476;-0.5679;RCP4.5;H2;4;1.3;-1.07;-0.05;
15200;49.1502;-0.4584;RCP4.5;H2;2;1.32;-1.44;-0.07;
15201;49.1527;-0.3489;RCP4.5;H2;2;1.32;-0.76;-0.06;
15202;49.1551;-0.2394;RCP4.5;H2;2;1.32;-0.63;-0.05;
15203;49.1574;-0.1298;RCP4.5;H2;2;1.32;-0.64;-0.05;
15204;49.1597;-0.0203;RCP4.5;H2;3;1.29;-0.44;-0.04;
15205;49.1618;0.0893;RCP4.5;H2;4;1.33;-1.1;-0.04;
15206;49.1638;0.1988;RCP4.5;H2;4;1.33;-0.6;-0.04;
15207;49.1657;0.3084;RCP4.5;H2;4;1.34;-1.27;-0.04;
15208;49.1675;0.418;RCP4.5;H2;3;1.4;-1.07;-0.04;
15209;49.1692;0.5276;RCP4.5;H2;3;1.4;-1.16;-0.04;
15210;49.1708;0.6372;RCP4.5;H2;3;1.4;-0.66;-0.04;
15211;49.1723;0.7468;RCP4.5;H2;3;1.4;-0.7;-0.04;
15212;49.1737;0.8564;RCP4.5;H2;2;1.47;-0.43;-0.03;
15213;49.175;0.966;RCP4.5;H2;2;1.49;-0.23;-0.03;
15214;49.1762;1.0756;RCP4.5;H2;2;1.49;-0.2;-0.03;
15215;49.1773;1.1853;RCP4.5;H2;2;1.5;-0.17;-0.05;
15216;49.1783;1.2949;RCP4.5;H2;2;1.49;-0.03;-0.04;
15217;49.1792;1.4045;RCP4.5;H2;2;1.49;0;-0.04;
15218;49.18;1.5142;RCP4.5;H2;3;1.5;0;-0.04;
15219;49.1807;1.6238;RCP4.5;H2;3;1.5;0.06;-0.04;
15220;49.1813;1.7334;RCP4.5;H2;3;1.51;0.04;-0.03;
15221;49.1818;1.8431;RCP4.5;H2;3;1.51;-0.03;-0.04;
15222;49.1822;1.9527;RCP4.5;H2;3;1.51;0;-0.03;
15223;49.1825;2.0624;RCP4.5;H2;2;1.53;-0.34;-0.04;
15224;49.1827;2.172;RCP4.5;H2;2;1.51;-0.14;-0.03;
15225;49.1828;2.2817;RCP4.5;H2;2;1.52;0;-0.03;
15226;49.1828;2.3913;RCP4.5;H2;3;1.55;0.27;-0.03;
15227;49.1827;2.501;RCP4.5;H2;3;1.56;-0.07;-0.03;
15228;49.1825;2.6106;RCP4.5;H2;3;1.56;-0.07;-0.03;
15229;49.1822;2.7203;RCP4.5;H2;2;1.57;0.24;-0.03;
15230;49.1818;2.8299;RCP4.5;H2;3;1.56;0.23;-0.03;
15231;49.1813;2.9396;RCP4.5;H2;3;1.57;0.3;-0.03;
15232;49.1807;3.0492;RCP4.5;H2;2;1.56;0.4;-0.04;
15233;49.18;3.1589;RCP4.5;H2;4;1.58;0.23;-0.03;
15234;49.1792;3.2685;RCP4.5;H2;4;1.57;0.23;-0.03;
15235;49.1783;3.3781;RCP4.5;H2;3;1.57;0.27;-0.02;
15236;49.1773;3.4878;RCP4.5;H2;3;1.57;0.3;-0.02;
15237;49.1762;3.5974;RCP4.5;H2;3;1.56;0.2;-0.01;
15238;49.175;3.707;RCP4.5;H2;3;1.59;0.4;-0.01;
15239;49.1737;3.8166;RCP4.5;H2;3;1.59;0.4;-0.01;
15240;49.1723;3.9262;RCP4.5;H2;3;1.61;0.37;-0.01;
15241;49.1708;4.0358;RCP4.5;H2;3;1.62;0.14;-0;
15242;49.1692;4.1454;RCP4.5;H2;3;1.62;0.27;0;
15243;49.1675;4.255;RCP4.5;H2;3;1.61;0.2;0;
15244;49.1657;4.3646;RCP4.5;H2;3;1.62;0.5;0;
15245;49.1638;4.4742;RCP4.5;H2;3;1.63;0.17;-0;
15246;49.1618;4.5837;RCP4.5;H2;3;1.63;0.04;-0.01;
15247;49.1597;4.6933;RCP4.5;H2;5;1.65;0.5;-0.01;
15248;49.1575;4.8028;RCP4.5;H2;5;1.63;0.5;-0.02;
15249;49.1552;4.9124;RCP4.5;H2;5;1.65;0.26;-0.02;
15250;49.1528;5.0219;RCP4.5;H2;7;1.64;0.17;-0.02;
15251;49.1503;5.1314;RCP4.5;H2;6;1.67;0.7;-0.03;
15252;49.1477;5.2409;RCP4.5;H2;6;1.68;0.63;-0.03;
15253;49.145;5.3504;RCP4.5;H2;5;1.65;0.03;-0.04;
15254;49.1421;5.4599;RCP4.5;H2;6;1.67;0.94;-0.03;
15255;49.1392;5.5694;RCP4.5;H2;5;1.68;0.6;-0.03;
15256;49.1362;5.6788;RCP4.5;H2;6;1.69;0.4;-0.02;
15257;49.1331;5.7883;RCP4.5;H2;4;1.67;0.1;-0.01;
15258;49.1299;5.8977;RCP4.5;H2;4;1.68;0.33;-0.01;
15259;49.1266;6.0071;RCP4.5;H2;5;1.74;0.3;-0;
15260;49.1232;6.1165;RCP4.5;H2;5;1.72;-0.03;-0;
15261;49.1197;6.2259;RCP4.5;H2;3;1.7;-0.4;-0;
15262;49.1161;6.3353;RCP4.5;H2;4;1.69;-0.2;0.01;
15263;49.1124;6.4447;RCP4.5;H2;4;1.7;-0.37;0.01;
15264;49.1086;6.554;RCP4.5;H2;4;1.73;0.2;0.01;
15265;49.1047;6.6633;RCP4.5;H2;4;1.74;-0.13;0.02;
15266;49.1007;6.7726;RCP4.5;H2;4;1.73;-0.23;0.01;
15267;49.0966;6.8819;RCP4.5;H2;4;1.74;-0.47;0.02;
15268;49.0924;6.9912;RCP4.5;H2;4;1.72;0.04;0.03;
15269;49.0881;7.1005;RCP4.5;H2;4;1.71;0.03;0.03;
15270;49.0837;7.2097;RCP4.5;H2;6;1.74;0.27;0.03;
15271;49.0792;7.3189;RCP4.5;H2;6;1.74;0.27;0.03;
15272;49.0746;7.4281;RCP4.5;H2;6;1.74;0.07;0.02;
15273;49.0699;7.5373;RCP4.5;H2;6;1.76;0.03;0.03;
15274;49.0651;7.6465;RCP4.5;H2;5;0;0;0.03;
15275;49.0602;7.7556;RCP4.5;H2;5;0;0;0.03;
15276;49.0552;7.8647;RCP4.5;H2;4;0;0;0.03;
15277;49.0501;7.9738;RCP4.5;H2;2;0;0;0.03;
15278;49.0449;8.0829;RCP4.5;H2;3;0;0;0.01;
15333;49.1915;-1.5583;RCP4.5;H2;4;1.14;-1.24;-0.04;
15334;49.195;-1.4488;RCP4.5;H2;6;1.13;-0.34;-0.04;
15335;49.1984;-1.3392;RCP4.5;H2;6;1.12;-0.47;-0.04;
15336;49.2017;-1.2297;RCP4.5;H2;5;1.12;-0.33;-0.05;
15337;49.2049;-1.1201;RCP4.5;H2;5;1.23;-0.57;-0.04;
15338;49.208;-1.0105;RCP4.5;H2;3;1.29;-1.03;-0.05;
15339;49.211;-0.9009;RCP4.5;H2;3;1.3;-1.37;-0.05;
15340;49.2139;-0.7913;RCP4.5;H2;4;1.31;-1.27;-0.05;
15341;49.2167;-0.6816;RCP4.5;H2;3;1.3;-1.36;-0.05;
15342;49.2194;-0.572;RCP4.5;H2;3;1.33;-0.9;-0.05;
15343;49.2221;-0.4623;RCP4.5;H2;2;1.35;-0.6;-0.05;
15344;49.2246;-0.3526;RCP4.5;H2;2;1.34;-0.57;-0.05;
15345;49.227;-0.243;RCP4.5;H2;3;1.24;-0.46;-0.04;
15346;49.2293;-0.1333;RCP4.5;H2;3;1.25;-0.6;-0.04;
15347;49.2315;-0.0236;RCP4.5;H2;3;1.3;-0.5;-0.04;
15348;49.2336;0.0861;RCP4.5;H2;4;1.33;-1.4;-0.04;
15349;49.2356;0.1959;RCP4.5;H2;4;1.33;-1.14;-0.04;
15350;49.2375;0.3056;RCP4.5;H2;4;1.33;-1.13;-0.04;
15351;49.2393;0.4153;RCP4.5;H2;3;1.39;-1.36;-0.04;
15352;49.241;0.5251;RCP4.5;H2;3;1.4;-1.5;-0.04;
15353;49.2426;0.6348;RCP4.5;H2;3;1.4;-0.63;-0.04;
15354;49.2441;0.7446;RCP4.5;H2;3;1.4;-0.57;-0.04;
15355;49.2456;0.8543;RCP4.5;H2;3;1.4;-0.5;-0.04;
15356;49.2469;0.9641;RCP4.5;H2;3;1.43;-0.17;-0.03;
15357;49.2481;1.0739;RCP4.5;H2;3;1.49;-0.36;-0.03;
15358;49.2492;1.1836;RCP4.5;H2;2;1.49;-0.2;-0.04;
15359;49.2502;1.2934;RCP4.5;H2;2;1.48;0.14;-0.04;
15360;49.2511;1.4032;RCP4.5;H2;2;1.49;0;-0.04;
15361;49.2519;1.513;RCP4.5;H2;3;1.5;-0.23;-0.04;
15362;49.2526;1.6228;RCP4.5;H2;3;1.49;0.24;-0.04;
15363;49.2532;1.7326;RCP4.5;H2;3;1.5;0.33;-0.04;
15364;49.2537;1.8424;RCP4.5;H2;2;1.49;0.04;-0.04;
15365;49.2541;1.9522;RCP4.5;H2;2;1.51;0;-0.04;
15366;49.2544;2.062;RCP4.5;H2;2;1.5;-0.07;-0.04;
15367;49.2546;2.1718;RCP4.5;H2;3;1.51;-0.23;-0.03;
15368;49.2547;2.2816;RCP4.5;H2;3;1.51;-0.16;-0.03;
15369;49.2547;2.3914;RCP4.5;H2;2;1.55;0.27;-0.03;
15370;49.2546;2.5012;RCP4.5;H2;3;1.56;-0.13;-0.03;
15371;49.2544;2.611;RCP4.5;H2;3;1.56;-0.04;-0.03;
15372;49.2541;2.7208;RCP4.5;H2;3;1.57;0;-0.02;
15373;49.2537;2.8306;RCP4.5;H2;3;1.57;0.3;-0.03;
15374;49.2532;2.9404;RCP4.5;H2;3;1.58;0.27;-0.03;
15375;49.2526;3.0502;RCP4.5;H2;4;1.6;0.03;-0.03;
15376;49.2519;3.16;RCP4.5;H2;4;1.61;-0.07;-0.03;
15377;49.2511;3.2698;RCP4.5;H2;4;1.59;0.07;-0.03;
15378;49.2502;3.3796;RCP4.5;H2;3;1.58;0.5;-0.03;
15379;49.2492;3.4894;RCP4.5;H2;3;1.58;0.2;-0.03;
15380;49.2481;3.5991;RCP4.5;H2;3;1.57;0.36;-0.02;
15381;49.2469;3.7089;RCP4.5;H2;3;1.6;0.03;-0.02;
15382;49.2456;3.8187;RCP4.5;H2;3;1.59;0.37;-0.01;
15383;49.2442;3.9284;RCP4.5;H2;3;1.6;0.3;-0.01;
15384;49.2427;4.0382;RCP4.5;H2;3;1.61;0.03;0;
15385;49.2411;4.1479;RCP4.5;H2;3;1.62;-0.06;0.01;
15386;49.2394;4.2577;RCP4.5;H2;3;1.62;0.13;0;
15387;49.2375;4.3674;RCP4.5;H2;3;1.62;0.13;0;
