#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h00 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORPN20MM : Nombre de jours de fortes précipitations (jour(s))
#     ATAV : Ecart de température moyenne journalière (°C)
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
13639;48.3829;0.8788;RCP4.5;H3;4;1.92;0.77;0.03;
13640;48.3842;0.9867;RCP4.5;H3;3;1.97;0.7;0.04;
13641;48.3854;1.0947;RCP4.5;H3;3;1.98;0.91;0.03;
13642;48.3865;1.2027;RCP4.5;H3;2;1.96;0.88;0.03;
13643;48.3874;1.3106;RCP4.5;H3;2;1.95;0.77;0.04;
13644;48.3883;1.4186;RCP4.5;H3;3;1.95;0.67;0.05;
13645;48.3891;1.5266;RCP4.5;H3;3;1.94;0.8;0.05;
13646;48.3898;1.6346;RCP4.5;H3;3;1.94;0.46;0.05;
13647;48.3904;1.7426;RCP4.5;H3;3;1.95;0.53;0.05;
13648;48.3909;1.8505;RCP4.5;H3;3;1.94;0.39;0.06;
13649;48.3913;1.9585;RCP4.5;H3;3;2;0.57;0.07;
13650;48.3916;2.0665;RCP4.5;H3;3;1.99;0.29;0.07;
13651;48.3918;2.1745;RCP4.5;H3;3;1.98;0.56;0.07;
13652;48.3919;2.2825;RCP4.5;H3;4;1.96;0.56;0.07;
13653;48.3919;2.3905;RCP4.5;H3;4;1.96;0.77;0.07;
13654;48.3918;2.4985;RCP4.5;H3;4;1.97;0.6;0.07;
13655;48.3916;2.6065;RCP4.5;H3;5;2.01;0.33;0.07;
13656;48.3913;2.7145;RCP4.5;H3;5;2.01;0.32;0.06;
13657;48.3909;2.8225;RCP4.5;H3;4;1.99;0.11;0.07;
13658;48.3904;2.9305;RCP4.5;H3;4;1.98;0.22;0.07;
13659;48.3898;3.0385;RCP4.5;H3;3;1.95;0.53;0.08;
13660;48.3891;3.1464;RCP4.5;H3;4;1.94;0.39;0.09;
13661;48.3883;3.2544;RCP4.5;H3;4;1.94;0.29;0.09;
13662;48.3875;3.3624;RCP4.5;H3;4;1.94;0.39;0.1;
13663;48.3865;3.4704;RCP4.5;H3;4;1.94;0.33;0.11;
13664;48.3854;3.5783;RCP4.5;H3;4;1.99;0.12;0.11;
13665;48.3842;3.6863;RCP4.5;H3;4;1.98;0.32;0.1;
13666;48.3829;3.7943;RCP4.5;H3;4;1.99;0.33;0.1;
13667;48.3815;3.9022;RCP4.5;H3;4;2;-0.09;0.09;
13668;48.38;4.0102;RCP4.5;H3;4;1.99;-0.26;0.1;
13669;48.3785;4.1181;RCP4.5;H3;4;2;0.01;0.1;
13670;48.3768;4.226;RCP4.5;H3;3;2.01;0.01;0.1;
13671;48.375;4.334;RCP4.5;H3;4;2.03;-0.37;0.12;
13672;48.3731;4.4419;RCP4.5;H3;5;2.07;-0.4;0.11;
13673;48.3712;4.5498;RCP4.5;H3;5;2.03;0.01;0.11;
13674;48.3691;4.6577;RCP4.5;H3;5;2.03;-0.09;0.11;
13675;48.3669;4.7656;RCP4.5;H3;7;2.01;-0.2;0.11;
13676;48.3646;4.8735;RCP4.5;H3;7;2.04;-0.43;0.09;
13677;48.3623;4.9814;RCP4.5;H3;8;2.06;-0.61;0.09;
13678;48.3598;5.0892;RCP4.5;H3;8;2.1;-0.4;0.08;
13679;48.3572;5.1971;RCP4.5;H3;7;2.08;-0.06;0.08;
13680;48.3546;5.3049;RCP4.5;H3;8;2.08;0.01;0.08;
13681;48.3518;5.4128;RCP4.5;H3;8;2.09;0.22;0.09;
13682;48.3489;5.5206;RCP4.5;H3;8;2.11;0.11;0.09;
13683;48.346;5.6284;RCP4.5;H3;7;2.11;0.11;0.1;
13684;48.3429;5.7362;RCP4.5;H3;8;2.1;0.45;0.1;
13685;48.3398;5.844;RCP4.5;H3;8;2.11;0.56;0.1;
13686;48.3365;5.9517;RCP4.5;H3;8;2.13;0.32;0.12;
13687;48.3331;6.0595;RCP4.5;H3;8;2.13;0.32;0.13;
13688;48.3297;6.1672;RCP4.5;H3;8;2.13;0.25;0.13;
13689;48.3261;6.275;RCP4.5;H3;8;2.12;0.45;0.14;
13690;48.3225;6.3827;RCP4.5;H3;11;2.15;0.53;0.14;
13691;48.3187;6.4904;RCP4.5;H3;11;2.14;0.5;0.13;
13692;48.3149;6.5981;RCP4.5;H3;10;2.11;0.42;0.13;
13693;48.3109;6.7057;RCP4.5;H3;10;2.14;0.43;0.11;
13694;48.3069;6.8134;RCP4.5;H3;19;2.14;0.53;0.11;
13695;48.3028;6.921;RCP4.5;H3;17;2.18;0.39;0.08;
13696;48.2985;7.0286;RCP4.5;H3;18;2.19;0.22;0.07;
13697;48.2942;7.1362;RCP4.5;H3;21;2.24;0.32;0.08;
13698;48.2897;7.2438;RCP4.5;H3;12;2.3;-0.85;0.08;
13699;48.2852;7.3514;RCP4.5;H3;3;2.31;-1.06;0.09;
13700;48.2806;7.4589;RCP4.5;H3;3;2.24;1.07;0.09;
13701;48.2758;7.5665;RCP4.5;H3;3;2.22;0.63;0.15;
13702;48.271;7.674;RCP4.5;H3;3;2.23;0.57;0.15;
13731;48.2583;-4.6204;RCP4.5;H3;3;0;0;0.01;
13732;48.2646;-4.5131;RCP4.5;H3;4;1.45;-0.61;0.01;
13733;48.2709;-4.4058;RCP4.5;H3;4;1.46;-0.58;0.01;
13734;48.277;-4.2984;RCP4.5;H3;4;1.45;-0.54;0.01;
13735;48.283;-4.191;RCP4.5;H3;7;1.63;-0.12;0;
13736;48.2889;-4.0836;RCP4.5;H3;9;1.69;-0.06;0;
13737;48.2947;-3.9762;RCP4.5;H3;9;1.7;0.04;-0.01;
13738;48.3005;-3.8687;RCP4.5;H3;9;1.68;-0.02;-0.01;
13739;48.3061;-3.7612;RCP4.5;H3;9;1.69;0.22;-0.01;
13740;48.3116;-3.6537;RCP4.5;H3;9;1.69;-0.16;-0.01;
13741;48.317;-3.5462;RCP4.5;H3;9;1.68;-0.12;-0.01;
13742;48.3224;-3.4387;RCP4.5;H3;6;1.67;-0.02;0.01;
13743;48.3276;-3.3311;RCP4.5;H3;7;1.64;0.22;0.02;
13744;48.3327;-3.2235;RCP4.5;H3;7;1.64;0.32;0.02;
13745;48.3378;-3.1159;RCP4.5;H3;6;1.64;0.64;0.02;
13746;48.3427;-3.0083;RCP4.5;H3;6;1.65;0.8;0.03;
13747;48.3475;-2.9006;RCP4.5;H3;6;1.64;0.84;0.03;
13748;48.3523;-2.7929;RCP4.5;H3;6;1.67;0.94;0.04;
13749;48.3569;-2.6852;RCP4.5;H3;6;1.66;0.88;0.04;
13750;48.3615;-2.5775;RCP4.5;H3;5;1.68;1.11;0.03;
13751;48.3659;-2.4698;RCP4.5;H3;6;1.7;1.01;0.05;
13752;48.3703;-2.3621;RCP4.5;H3;4;1.77;0.84;0.04;
13753;48.3745;-2.2543;RCP4.5;H3;3;1.77;0.74;0.04;
13754;48.3787;-2.1465;RCP4.5;H3;3;1.76;0.8;0.03;
13755;48.3827;-2.0387;RCP4.5;H3;3;1.79;0.73;0.03;
13756;48.3867;-1.9309;RCP4.5;H3;3;1.79;0.43;0.02;
13757;48.3905;-1.8231;RCP4.5;H3;3;1.78;-0.09;0.02;
13758;48.3943;-1.7152;RCP4.5;H3;3;1.77;-0.16;0.02;
13759;48.3979;-1.6074;RCP4.5;H3;3;1.76;-0.3;0.03;
13760;48.4015;-1.4995;RCP4.5;H3;3;1.76;-0.3;0.03;
13761;48.4049;-1.3916;RCP4.5;H3;4;1.78;-0.65;0.03;
13762;48.4083;-1.2837;RCP4.5;H3;5;1.76;-0.64;0.04;
13763;48.4116;-1.1758;RCP4.5;H3;5;1.77;-0.71;0.04;
13764;48.4147;-1.0678;RCP4.5;H3;6;1.81;-0.57;0.05;
13765;48.4178;-0.9599;RCP4.5;H3;6;1.81;-0.4;0.04;
13766;48.4208;-0.8519;RCP4.5;H3;6;1.82;-0.3;0.04;
13767;48.4236;-0.744;RCP4.5;H3;6;1.82;-0.5;0.04;
13768;48.4264;-0.636;RCP4.5;H3;5;1.82;-0.23;0.04;
13769;48.4291;-0.528;RCP4.5;H3;6;1.86;-0.1;0.04;
13770;48.4316;-0.42;RCP4.5;H3;6;1.86;-0.16;0.04;
13771;48.4341;-0.312;RCP4.5;H3;6;1.86;-0.47;0.04;
13772;48.4365;-0.2039;RCP4.5;H3;6;1.89;0.07;0.04;
13773;48.4388;-0.0959;RCP4.5;H3;7;1.91;0.39;0.05;
13774;48.4409;0.0121;RCP4.5;H3;6;1.89;0.07;0.05;
13775;48.443;0.1202;RCP4.5;H3;6;1.9;0.29;0.04;
13776;48.445;0.2282;RCP4.5;H3;6;1.92;0.53;0.05;
13777;48.4469;0.3363;RCP4.5;H3;6;1.91;0.53;0.05;
13778;48.4487;0.4444;RCP4.5;H3;5;1.92;0.91;0.04;
13779;48.4503;0.5525;RCP4.5;H3;4;1.91;1.21;0.04;
13780;48.4519;0.6606;RCP4.5;H3;4;1.91;0.78;0.04;
13781;48.4534;0.7687;RCP4.5;H3;4;1.92;0.84;0.03;
13782;48.4548;0.8768;RCP4.5;H3;4;1.92;0.8;0.03;
13783;48.4561;0.9849;RCP4.5;H3;3;1.96;0.77;0.03;
13784;48.4573;1.093;RCP4.5;H3;3;1.97;1.12;0.03;
13785;48.4584;1.2011;RCP4.5;H3;3;1.97;1.01;0.03;
13786;48.4594;1.3092;RCP4.5;H3;2;1.95;0.91;0.04;
13787;48.4602;1.4173;RCP4.5;H3;2;1.96;0.74;0.04;
13788;48.461;1.5255;RCP4.5;H3;2;1.95;0.73;0.04;
13789;48.4617;1.6336;RCP4.5;H3;2;1.95;0.43;0.04;
13790;48.4623;1.7417;RCP4.5;H3;2;1.94;0.53;0.04;
13791;48.4628;1.8499;RCP4.5;H3;4;1.95;0.05;0.06;
13792;48.4632;1.958;RCP4.5;H3;4;2.01;0.46;0.07;
13793;48.4635;2.0662;RCP4.5;H3;4;1.99;0.46;0.07;
13794;48.4637;2.1743;RCP4.5;H3;4;1.97;0.56;0.08;
13795;48.4638;2.2824;RCP4.5;H3;4;1.96;0.6;0.07;
13796;48.4638;2.3906;RCP4.5;H3;4;1.96;0.74;0.07;
13797;48.4637;2.4987;RCP4.5;H3;4;1.96;0.19;0.07;
13798;48.4635;2.6069;RCP4.5;H3;4;1.96;0.33;0.06;
13799;48.4632;2.715;RCP4.5;H3;5;2.01;0.53;0.07;
13800;48.4628;2.8231;RCP4.5;H3;4;2;1.01;0.07;
13801;48.4623;2.9313;RCP4.5;H3;4;2;1.04;0.07;
13802;48.4617;3.0394;RCP4.5;H3;5;1.95;0.46;0.08;
13803;48.461;3.1475;RCP4.5;H3;5;1.93;0.36;0.09;
13804;48.4603;3.2557;RCP4.5;H3;4;1.95;0.46;0.09;
13805;48.4594;3.3638;RCP4.5;H3;4;1.95;0.5;0.1;
13806;48.4584;3.4719;RCP4.5;H3;4;1.96;0.18;0.1;
13807;48.4573;3.58;RCP4.5;H3;4;1.96;0.15;0.1;
13808;48.4561;3.6882;RCP4.5;H3;3;2;0.08;0.09;
13809;48.4548;3.7963;RCP4.5;H3;4;1.99;0.15;0.1;
13810;48.4534;3.9044;RCP4.5;H3;3;2;-0.23;0.09;
13811;48.452;4.0125;RCP4.5;H3;4;1.99;-0.02;0.1;
13812;48.4504;4.1205;RCP4.5;H3;4;1.99;-0.02;0.1;
13813;48.4487;4.2286;RCP4.5;H3;3;2.01;0.05;0.1;
13814;48.4469;4.3367;RCP4.5;H3;3;2.01;-0.19;0.1;
13815;48.445;4.4448;RCP4.5;H3;3;2.01;-0.12;0.1;
13816;48.4431;4.5528;RCP4.5;H3;5;2.03;-0.06;0.1;
13817;48.441;4.6609;RCP4.5;H3;6;2.03;0.33;0.1;
13818;48.4388;4.7689;RCP4.5;H3;6;2.03;0.18;0.1;
13819;48.4365;4.877;RCP4.5;H3;6;2.04;0.01;0.09;
13820;48.4342;4.985;RCP4.5;H3;7;2.04;-0.15;0.09;
13821;48.4317;5.093;RCP4.5;H3;8;2.07;-0.47;0.08;
13822;48.4291;5.201;RCP4.5;H3;8;2.08;-0.36;0.08;
13823;48.4264;5.309;RCP4.5;H3;8;2.08;0.04;0.08;
13824;48.4237;5.417;RCP4.5;H3;11;2.11;-0.09;0.09;
13825;48.4208;5.525;RCP4.5;H3;8;2.11;0.15;0.09;
13826;48.4178;5.6329;RCP4.5;H3;7;2.11;0.19;0.09;
13827;48.4148;5.7409;RCP4.5;H3;8;2.12;0.53;0.1;
13828;48.4116;5.8488;RCP4.5;H3;7;2.14;0.29;0.12;
13829;48.4084;5.9567;RCP4.5;H3;7;2.13;0.11;0.12;
13830;48.405;6.0646;RCP4.5;H3;7;2.14;0.05;0.13;
13831;48.4015;6.1725;RCP4.5;H3;7;2.15;0.25;0.14;
13832;48.398;6.2804;RCP4.5;H3;8;2.13;0.35;0.15;
13833;48.3943;6.3882;RCP4.5;H3;11;2.16;0.29;0.15;
13834;48.3906;6.4961;RCP4.5;H3;11;2.15;0.32;0.15;
13835;48.3867;6.6039;RCP4.5;H3;10;2.13;0.29;0.14;
13836;48.3828;6.7117;RCP4.5;H3;11;2.13;0.43;0.13;
13837;48.3787;6.8195;RCP4.5;H3;18;2.12;0.12;0.12;
13838;48.3746;6.9273;RCP4.5;H3;18;2.15;0.88;0.11;
13839;48.3703;7.0351;RCP4.5;H3;20;2.24;0.39;0.08;
13840;48.366;7.1428;RCP4.5;H3;13;2.24;0.25;0.08;
13841;48.3615;7.2506;RCP4.5;H3;13;2.33;-0.92;0.08;
13842;48.357;7.3583;RCP4.5;H3;11;2.28;-0.71;0.08;
13843;48.3523;7.466;RCP4.5;H3;3;2.24;1.22;0.09;
13844;48.3476;7.5736;RCP4.5;H3;4;2.22;1.01;0.13;
13845;48.3428;7.6813;RCP4.5;H3;4;2.21;0.97;0.13;
13846;48.3378;7.7889;RCP4.5;H3;3;0;0;0.15;
13873;48.3236;-4.7374;RCP4.5;H3;4;1.58;-0.12;0.04;
13874;48.33;-4.6299;RCP4.5;H3;4;0;0;0.04;
13875;48.3363;-4.5225;RCP4.5;H3;3;0;0;0.01;
13876;48.3425;-4.415;RCP4.5;H3;4;1.46;-0.54;0.01;
13877;48.3486;-4.3075;RCP4.5;H3;4;1.46;-0.61;0.01;
13878;48.3547;-4.2;RCP4.5;H3;7;1.49;-0.61;0;
13879;48.3606;-4.0924;RCP4.5;H3;10;1.66;-0.05;0;
13880;48.3664;-3.9848;RCP4.5;H3;10;1.64;-0.61;0.01;
13881;48.3722;-3.8772;RCP4.5;H3;10;1.65;-0.54;0;
13882;48.3778;-3.7696;RCP4.5;H3;10;1.64;-0.26;0;
13883;48.3833;-3.662;RCP4.5;H3;9;1.67;0.26;-0;
13884;48.3888;-3.5543;RCP4.5;H3;6;1.65;0.04;0;
13885;48.3941;-3.4466;RCP4.5;H3;6;1.64;-0.26;0.02;
13886;48.3993;-3.3389;RCP4.5;H3;7;1.64;0.39;0.03;
13887;48.4045;-3.2311;RCP4.5;H3;7;1.64;0.36;0.03;
13888;48.4095;-3.1234;RCP4.5;H3;6;1.65;0.76;0.02;
13889;48.4145;-3.0156;RCP4.5;H3;6;1.65;0.98;0.03;
13890;48.4193;-2.9078;RCP4.5;H3;6;1.66;0.8;0.03;
13891;48.424;-2.8;RCP4.5;H3;6;1.68;1.08;0.04;
13892;48.4287;-2.6921;RCP4.5;H3;3;1.56;0.73;0.04;
13893;48.4332;-2.5843;RCP4.5;H3;3;1.58;0.42;0.04;
13894;48.4377;-2.4764;RCP4.5;H3;3;1.66;0.67;0.04;
13895;48.4421;-2.3685;RCP4.5;H3;3;1.76;0.07;0.04;
13896;48.4463;-2.2606;RCP4.5;H3;3;1.77;0.5;0.03;
13897;48.4505;-2.1527;RCP4.5;H3;3;1.77;0.46;0.04;
13898;48.4545;-2.0447;RCP4.5;H3;3;1.77;0.56;0.04;
13899;48.4585;-1.9368;RCP4.5;H3;3;1.78;0.81;0.03;
13900;48.4623;-1.8288;RCP4.5;H3;3;1.6;-1.09;0.03;
13901;48.4661;-1.7208;RCP4.5;H3;3;1.59;-0.57;0.03;
13902;48.4698;-1.6128;RCP4.5;H3;4;1.6;-1.02;0.03;
13903;48.4733;-1.5048;RCP4.5;H3;3;1.58;-1.16;0.03;
13904;48.4768;-1.3967;RCP4.5;H3;6;1.6;-1.44;0.02;
13905;48.4802;-1.2887;RCP4.5;H3;5;1.76;-0.78;0.04;
13906;48.4834;-1.1806;RCP4.5;H3;5;1.77;-0.71;0.04;
13907;48.4866;-1.0725;RCP4.5;H3;5;1.78;-0.02;0.04;
13908;48.4897;-0.9644;RCP4.5;H3;6;1.82;-0.64;0.05;
13909;48.4926;-0.8563;RCP4.5;H3;6;1.79;-0.88;0.05;
13910;48.4955;-0.7482;RCP4.5;H3;6;1.79;-0.54;0.04;
13911;48.4983;-0.6401;RCP4.5;H3;6;1.79;-0.67;0.04;
13912;48.5009;-0.5319;RCP4.5;H3;6;1.79;-0.67;0.04;
13913;48.5035;-0.4238;RCP4.5;H3;6;1.84;-0.2;0.05;
13914;48.506;-0.3156;RCP4.5;H3;6;1.84;-0.3;0.04;
13915;48.5084;-0.2074;RCP4.5;H3;6;1.86;-0.27;0.05;
13916;48.5107;-0.0993;RCP4.5;H3;6;1.93;-0.03;0.06;
13917;48.5128;0.0089;RCP4.5;H3;6;1.92;-0.12;0.06;
13918;48.5149;0.1171;RCP4.5;H3;6;1.91;0.35;0.04;
13919;48.5169;0.2253;RCP4.5;H3;6;1.88;0.43;0.04;
13920;48.5188;0.3336;RCP4.5;H3;6;1.89;0.29;0.04;
13921;48.5206;0.4418;RCP4.5;H3;5;1.92;0.91;0.04;
13922;48.5222;0.55;RCP4.5;H3;5;1.92;1.29;0.04;
13923;48.5238;0.6583;RCP4.5;H3;5;1.91;1.32;0.04;
13924;48.5253;0.7665;RCP4.5;H3;4;1.92;1.15;0.03;
13925;48.5267;0.8748;RCP4.5;H3;4;1.92;1.15;0.03;
13926;48.528;0.983;RCP4.5;H3;4;1.97;1.15;0.03;
13927;48.5292;1.0913;RCP4.5;H3;3;1.97;1.15;0.03;
13928;48.5303;1.1995;RCP4.5;H3;2;1.98;0.88;0.04;
13929;48.5313;1.3078;RCP4.5;H3;2;1.97;0.43;0.04;
13930;48.5322;1.4161;RCP4.5;H3;2;1.96;0.73;0.03;
13931;48.533;1.5244;RCP4.5;H3;2;1.95;0.73;0.03;
13932;48.5336;1.6326;RCP4.5;H3;2;1.95;0.29;0.04;
13933;48.5342;1.7409;RCP4.5;H3;2;1.94;0.32;0.06;
13934;48.5347;1.8492;RCP4.5;H3;4;1.95;0.05;0.06;
13935;48.5351;1.9575;RCP4.5;H3;4;1.99;0.29;0.07;
13936;48.5354;2.0658;RCP4.5;H3;4;1.99;0.42;0.07;
13937;48.5356;2.1741;RCP4.5;H3;4;1.98;0.56;0.08;
13938;48.5357;2.2824;RCP4.5;H3;4;1.96;0.74;0.08;
13939;48.5357;2.3907;RCP4.5;H3;3;1.96;0.94;0.08;
13940;48.5356;2.4989;RCP4.5;H3;4;1.96;0.29;0.07;
13941;48.5354;2.6072;RCP4.5;H3;4;1.96;0.77;0.06;
13942;48.5351;2.7155;RCP4.5;H3;4;1.96;0.74;0.06;
13943;48.5347;2.8238;RCP4.5;H3;4;1.96;0.81;0.07;
13944;48.5343;2.9321;RCP4.5;H3;4;1.95;0.11;0.08;
13945;48.5337;3.0404;RCP4.5;H3;5;1.96;0.19;0.08;
13946;48.533;3.1487;RCP4.5;H3;5;1.95;0.21;0.09;
13947;48.5322;3.2569;RCP4.5;H3;5;1.94;0.32;0.09;
13948;48.5313;3.3652;RCP4.5;H3;5;1.94;0.5;0.1;
13949;48.5303;3.4735;RCP4.5;H3;4;1.96;0.26;0.1;
13950;48.5292;3.5818;RCP4.5;H3;4;1.96;0.22;0.1;
13951;48.528;3.69;RCP4.5;H3;3;1.97;0.29;0.09;
13952;48.5267;3.7983;RCP4.5;H3;3;1.97;0.42;0.09;
13953;48.5253;3.9065;RCP4.5;H3;3;2;0.29;0.09;
13954;48.5239;4.0148;RCP4.5;H3;3;2;0.01;0.09;
13955;48.5223;4.123;RCP4.5;H3;3;1.99;0.11;0.09;
13956;48.5206;4.2312;RCP4.5;H3;3;2;0.08;0.09;
13957;48.5188;4.3395;RCP4.5;H3;3;2;0.04;0.09;
13958;48.5169;4.4477;RCP4.5;H3;3;2.01;0.04;0.09;
13959;48.5149;4.5559;RCP4.5;H3;4;2.05;0.29;0.09;
13960;48.5129;4.6641;RCP4.5;H3;6;2.02;0.11;0.1;
13961;48.5107;4.7723;RCP4.5;H3;6;2.02;0.36;0.1;
13962;48.5084;4.8805;RCP4.5;H3;6;2.04;-0.03;0.09;
13963;48.506;4.9886;RCP4.5;H3;6;2.06;0.53;0.09;
13964;48.5036;5.0968;RCP4.5;H3;7;2.06;-0.16;0.08;
13965;48.501;5.2049;RCP4.5;H3;8;2.09;-0.57;0.09;
13966;48.4983;5.3131;RCP4.5;H3;10;2.07;0.14;0.09;
13967;48.4955;5.4212;RCP4.5;H3;10;2.11;-0.16;0.08;
13968;48.4927;5.5293;RCP4.5;H3;9;2.12;-0.26;0.07;
13969;48.4897;5.6374;RCP4.5;H3;8;2.12;0.11;0.09;
13970;48.4866;5.7455;RCP4.5;H3;8;2.13;-0.27;0.09;
13971;48.4835;5.8536;RCP4.5;H3;8;2.13;0.63;0.12;
13972;48.4802;5.9617;RCP4.5;H3;6;2.14;-0.2;0.12;
13973;48.4768;6.0697;RCP4.5;H3;6;2.13;0.36;0.14;
13974;48.4734;6.1778;RCP4.5;H3;6;2.12;0.32;0.15;
13975;48.4698;6.2858;RCP4.5;H3;6;2.13;0.23;0.15;
13976;48.4661;6.3938;RCP4.5;H3;6;2.14;0.01;0.16;
13977;48.4624;6.5018;RCP4.5;H3;6;2.14;0.18;0.16;
13978;48.4585;6.6098;RCP4.5;H3;6;2.11;0.19;0.15;
13979;48.4546;6.7178;RCP4.5;H3;6;2.12;0.21;0.14;
13980;48.4505;6.8257;RCP4.5;H3;6;2.12;0.05;0.14;
13981;48.4464;6.9336;RCP4.5;H3;18;2.15;0.94;0.11;
13982;48.4421;7.0415;RCP4.5;H3;21;2.22;-0.06;0.1;
13983;48.4378;7.1494;RCP4.5;H3;13;2.21;0.21;0.11;
13984;48.4333;7.2573;RCP4.5;H3;14;2.29;-0.44;0.08;
13985;48.4288;7.3652;RCP4.5;H3;14;2.29;-0.57;0.1;
13986;48.4241;7.473;RCP4.5;H3;3;2.3;0.91;0.08;
13987;48.4194;7.5808;RCP4.5;H3;3;2.23;0.87;0.13;
13988;48.4145;7.6886;RCP4.5;H3;3;2.23;0.88;0.13;
13989;48.4096;7.7964;RCP4.5;H3;3;0;0;0.14;
14014;48.3821;-4.9622;RCP4.5;H3;5;0;0;0.03;
14016;48.3952;-4.7471;RCP4.5;H3;5;1.48;-0.27;0.03;
14017;48.4016;-4.6395;RCP4.5;H3;7;1.61;0.04;0.03;
14018;48.408;-4.5319;RCP4.5;H3;7;1.55;0.01;0.03;
14019;48.4142;-4.4243;RCP4.5;H3;7;1.51;-0.3;0.02;
14020;48.4203;-4.3166;RCP4.5;H3;7;1.5;-0.54;0.02;
14021;48.4263;-4.209;RCP4.5;H3;7;1.5;-0.51;0.01;
14022;48.4323;-4.1012;RCP4.5;H3;7;1.49;-0.54;0.01;
14023;48.4381;-3.9935;RCP4.5;H3;7;1.48;-0.61;0;
14024;48.4439;-3.8858;RCP4.5;H3;11;1.65;-0.43;0;
14025;48.4495;-3.778;RCP4.5;H3;10;1.66;-0.26;0;
14026;48.455;-3.6702;RCP4.5;H3;11;1.64;0.04;0.01;
14027;48.4605;-3.5624;RCP4.5;H3;10;1.64;-0.26;0.01;
14028;48.4658;-3.4545;RCP4.5;H3;7;1.63;-0.09;0.02;
14029;48.4711;-3.3467;RCP4.5;H3;7;1.65;0.42;0.03;
14030;48.4762;-3.2388;RCP4.5;H3;7;1.64;0.42;0.03;
14031;48.4813;-3.1309;RCP4.5;H3;5;1.67;0.19;0.02;
14032;48.4862;-3.023;RCP4.5;H3;6;1.65;0.64;0.02;
14033;48.4911;-2.915;RCP4.5;H3;6;1.66;0.74;0.02;
14034;48.4958;-2.807;RCP4.5;H3;3;1.57;0.6;0.04;
14035;48.5005;-2.6991;RCP4.5;H3;2;1.62;0.8;0.03;
14036;48.505;-2.5911;RCP4.5;H3;2;1.69;0.87;0.02;
14037;48.5095;-2.483;RCP4.5;H3;3;1.68;0.33;0.05;
14038;48.5138;-2.375;RCP4.5;H3;3;1.68;0.36;0.05;
14039;48.5181;-2.2669;RCP4.5;H3;2;1.69;0.19;0.03;
14040;48.5223;-2.1589;RCP4.5;H3;3;1.69;0.39;0.03;
14041;48.5263;-2.0508;RCP4.5;H3;2;1.67;1.04;0.03;
14042;48.5303;-1.9426;RCP4.5;H3;2;1.69;1.04;0.03;
14043;48.5342;-1.8345;RCP4.5;H3;3;1.62;-0.54;0.03;
14044;48.5379;-1.7264;RCP4.5;H3;3;1.6;-0.57;0.03;
14045;48.5416;-1.6182;RCP4.5;H3;3;1.6;-0.89;0.03;
14046;48.5452;-1.51;RCP4.5;H3;5;1.63;-0.92;0.02;
14047;48.5486;-1.4019;RCP4.5;H3;6;1.62;-0.92;0.02;
14048;48.552;-1.2937;RCP4.5;H3;6;1.6;-1.16;0.03;
14049;48.5553;-1.1854;RCP4.5;H3;9;1.72;-0.99;0.03;
14050;48.5584;-1.0772;RCP4.5;H3;10;1.72;-0.44;0.03;
14051;48.5615;-0.969;RCP4.5;H3;10;1.71;-0.51;0.03;
14052;48.5645;-0.8607;RCP4.5;H3;10;1.72;-0.41;0.03;
14053;48.5674;-0.7524;RCP4.5;H3;10;1.7;-0.3;0.03;
14054;48.5701;-0.6442;RCP4.5;H3;6;1.77;-0.67;0.05;
14055;48.5728;-0.5359;RCP4.5;H3;6;1.78;-0.85;0.05;
14056;48.5754;-0.4276;RCP4.5;H3;7;1.79;-0.96;0.05;
14057;48.5779;-0.3193;RCP4.5;H3;7;1.8;-0.5;0.05;
14058;48.5803;-0.2109;RCP4.5;H3;7;1.82;-0.44;0.05;
14059;48.5825;-0.1026;RCP4.5;H3;6;1.93;-0.06;0.06;
14060;48.5847;0.0057;RCP4.5;H3;6;1.92;-0.02;0.06;
14061;48.5868;0.1141;RCP4.5;H3;6;1.91;0.42;0.05;
14062;48.5888;0.2224;RCP4.5;H3;6;1.89;0.39;0.04;
14063;48.5907;0.3308;RCP4.5;H3;4;1.92;0.91;0.04;
14064;48.5925;0.4392;RCP4.5;H3;5;1.91;1.46;0.04;
14065;48.5941;0.5476;RCP4.5;H3;5;1.93;1.42;0.05;
14066;48.5957;0.6559;RCP4.5;H3;5;1.94;1.26;0.05;
14067;48.5972;0.7643;RCP4.5;H3;5;1.94;1.43;0.03;
14068;48.5986;0.8727;RCP4.5;H3;4;1.99;0.73;0.02;
14069;48.5999;0.9811;RCP4.5;H3;4;1.97;0.8;0.02;
